source_node_id,target_node_id,relationship_type,efficacy_score,strength_of_evidence,recommended_dosage_range,contraindications,synergistic_herbs
1,622,herb_treats_condition,0.65,High,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,623,herb_treats_condition,0.84,High,1-3g,None,"Guggulu, Shallaki"
1,624,herb_treats_condition,0.65,High,1-3g,None,"Ashwagandha, Brahmi"
1,625,herb_treats_condition,0.66,High,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,626,herb_treats_condition,0.8,High,500-1000mg,Pitta excess,"Ashwagandha, Brahmi"
1,627,herb_treats_condition,0.93,High,100-250mg,Pitta excess,"Triphala, Haritaki"
1,628,herb_treats_condition,0.84,Medium,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,629,herb_treats_condition,0.67,Medium,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,630,herb_treats_condition,0.74,Low,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,631,herb_treats_condition,0.76,High,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,633,herb_treats_condition,0.86,Low,500-1000mg,None,"Tulsi, Ginger"
1,635,herb_treats_condition,0.82,Low,1-3g,Pregnancy,"Triphala, Haritaki"
1,636,herb_treats_condition,0.71,High,1-3g,None,"Tulsi, Ginger"
1,637,herb_treats_condition,0.66,Low,250-500mg,Pregnancy,"Triphala, Haritaki"
1,638,herb_treats_condition,0.93,Medium,50-100mg,Pitta excess,"Amla, Haritaki"
1,639,herb_treats_condition,0.69,High,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,640,herb_treats_condition,0.7,Low,1-3g,None,"Amla, Haritaki"
1,641,herb_treats_condition,0.75,High,100-250mg,Pregnancy,"Amla, Haritaki"
1,642,herb_treats_condition,0.87,Medium,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,643,herb_treats_condition,0.72,Low,250-500mg,None,"Tulsi, Ginger"
1,644,herb_treats_condition,0.66,Medium,500-1000mg,None,"Triphala, Haritaki"
1,645,herb_treats_condition,0.76,Medium,500-1000mg,Pitta excess,"Amla, Haritaki"
1,646,herb_treats_condition,0.85,Low,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,647,herb_treats_condition,0.86,Low,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,648,herb_treats_condition,0.86,High,100-250mg,None,"Tulsi, Ginger"
1,650,herb_treats_condition,0.76,Low,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,651,herb_treats_condition,0.76,Medium,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,653,herb_treats_condition,0.71,Medium,1-3g,None,"Ashwagandha, Brahmi"
1,654,herb_treats_condition,0.66,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,655,herb_treats_condition,0.83,Medium,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,656,herb_treats_condition,0.77,Low,1-3g,Pitta excess,"Amla, Haritaki"
1,657,herb_treats_condition,0.81,High,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,658,herb_treats_condition,0.73,Medium,500-1000mg,Pitta excess,"Ashwagandha, Brahmi"
1,659,herb_treats_condition,0.7,Medium,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,660,herb_treats_condition,0.88,Medium,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,662,herb_treats_condition,0.83,Low,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,663,herb_treats_condition,0.74,Medium,250-500mg,None,"Tulsi, Ginger"
1,664,herb_treats_condition,0.78,Medium,1-3g,Pitta excess,"Tulsi, Ginger"
1,665,herb_treats_condition,0.75,High,100-250mg,None,"Tulsi, Ginger"
1,666,herb_treats_condition,0.7,Medium,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,669,herb_treats_condition,0.94,Low,250-500mg,None,"Tulsi, Ginger"
1,672,herb_treats_condition,0.89,Medium,250-500mg,Pregnancy,"Amla, Haritaki"
1,674,herb_treats_condition,0.71,High,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,676,herb_treats_condition,0.93,Low,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,678,herb_treats_condition,0.9,Medium,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,679,herb_treats_condition,0.72,High,100-250mg,None,"Guggulu, Shallaki"
1,680,herb_treats_condition,0.67,High,500-1000mg,None,"Amla, Haritaki"
1,681,herb_treats_condition,0.8,High,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,682,herb_treats_condition,0.86,High,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,684,herb_treats_condition,0.88,High,250-500mg,Pitta excess,"Amla, Haritaki"
1,685,herb_treats_condition,0.66,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,686,herb_treats_condition,0.68,Low,250-500mg,Pitta excess,"Amla, Haritaki"
1,687,herb_treats_condition,0.87,High,1-3g,Pitta excess,"Guggulu, Shallaki"
1,688,herb_treats_condition,0.76,Medium,1-3g,Pitta excess,"Tulsi, Ginger"
1,689,herb_treats_condition,0.95,Medium,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,691,herb_treats_condition,0.93,Low,50-100mg,Pitta excess,"Tulsi, Ginger"
1,692,herb_treats_condition,0.74,Medium,100-250mg,None,"Tulsi, Ginger"
1,694,herb_treats_condition,0.79,Medium,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,695,herb_treats_condition,0.74,High,50-100mg,Pregnancy,"Tulsi, Ginger"
1,696,herb_treats_condition,0.84,High,100-250mg,Pitta excess,"Amla, Haritaki"
1,699,herb_treats_condition,0.7,Low,250-500mg,None,"Guggulu, Shallaki"
1,700,herb_treats_condition,0.72,Medium,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,701,herb_treats_condition,0.77,High,1-3g,Pitta excess,"Guggulu, Shallaki"
1,703,herb_treats_condition,0.83,Medium,50-100mg,Pitta excess,"Triphala, Haritaki"
1,704,herb_treats_condition,0.73,High,50-100mg,Pregnancy,"Amla, Haritaki"
1,705,herb_treats_condition,0.71,Medium,100-250mg,None,"Ashwagandha, Brahmi"
1,706,herb_treats_condition,0.73,Medium,1-3g,Bleeding disorders,"Amla, Haritaki"
1,707,herb_treats_condition,0.77,Medium,1-3g,Pregnancy,"Tulsi, Ginger"
1,709,herb_treats_condition,0.76,Medium,1-3g,Pitta excess,"Tulsi, Ginger"
1,710,herb_treats_condition,0.93,High,50-100mg,Pitta excess,"Tulsi, Ginger"
1,711,herb_treats_condition,0.69,Medium,50-100mg,Pitta excess,"Tulsi, Ginger"
1,712,herb_treats_condition,0.86,High,500-1000mg,None,"Amla, Haritaki"
1,714,herb_treats_condition,0.69,Medium,500-1000mg,Pitta excess,"Guggulu, Shallaki"
1,715,herb_treats_condition,0.84,High,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,716,herb_treats_condition,0.74,Low,250-500mg,None,"Amla, Haritaki"
1,717,herb_treats_condition,0.67,Medium,50-100mg,None,"Triphala, Haritaki"
1,718,herb_treats_condition,0.71,Medium,1-3g,None,"Guggulu, Shallaki"
1,719,herb_treats_condition,0.86,Medium,500-1000mg,None,"Triphala, Haritaki"
1,720,herb_treats_condition,0.67,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,722,herb_treats_condition,0.73,High,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,723,herb_treats_condition,0.82,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,724,herb_treats_condition,0.68,High,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,725,herb_treats_condition,0.81,Medium,50-100mg,Pitta excess,"Tulsi, Ginger"
1,726,herb_treats_condition,0.91,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,727,herb_treats_condition,0.91,Low,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,728,herb_treats_condition,0.71,High,1-3g,Bleeding disorders,"Amla, Haritaki"
1,730,herb_treats_condition,0.84,Low,1-3g,Pitta excess,"Triphala, Haritaki"
1,731,herb_treats_condition,0.89,Low,1-3g,Bleeding disorders,"Amla, Haritaki"
1,732,herb_treats_condition,0.73,High,100-250mg,Bleeding disorders,"Tulsi, Ginger"
1,733,herb_treats_condition,0.74,Medium,1-3g,Pregnancy,"Triphala, Haritaki"
1,735,herb_treats_condition,0.94,Medium,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,739,herb_treats_condition,0.86,Low,100-250mg,Pitta excess,"Tulsi, Ginger"
1,740,herb_treats_condition,0.9,High,500-1000mg,None,"Triphala, Haritaki"
1,741,herb_treats_condition,0.82,Medium,500-1000mg,None,"Guggulu, Shallaki"
1,742,herb_treats_condition,0.67,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,744,herb_treats_condition,0.79,Medium,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,745,herb_treats_condition,0.87,Medium,250-500mg,Pregnancy,"Amla, Haritaki"
1,746,herb_treats_condition,0.77,Medium,100-250mg,None,"Tulsi, Ginger"
1,747,herb_treats_condition,0.75,Medium,250-500mg,Pitta excess,"Amla, Haritaki"
1,748,herb_treats_condition,0.91,Medium,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,750,herb_treats_condition,0.84,Medium,50-100mg,Pregnancy,"Triphala, Haritaki"
1,751,herb_treats_condition,0.78,Low,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,752,herb_treats_condition,0.91,Medium,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,753,herb_treats_condition,0.85,Medium,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,754,herb_treats_condition,0.67,High,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,756,herb_treats_condition,0.85,High,50-100mg,Pregnancy,"Triphala, Haritaki"
1,757,herb_treats_condition,0.79,Low,1-3g,Pitta excess,"Amla, Haritaki"
1,759,herb_treats_condition,0.85,Low,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,760,herb_treats_condition,0.95,Medium,100-250mg,None,"Ashwagandha, Brahmi"
1,761,herb_treats_condition,0.72,Low,50-100mg,Pregnancy,"Tulsi, Ginger"
1,762,herb_treats_condition,0.76,Medium,100-250mg,None,"Triphala, Haritaki"
1,764,herb_treats_condition,0.84,High,100-250mg,Pregnancy,"Amla, Haritaki"
1,765,herb_treats_condition,0.82,High,100-250mg,None,"Tulsi, Ginger"
1,766,herb_treats_condition,0.87,High,100-250mg,None,"Amla, Haritaki"
1,768,herb_treats_condition,0.86,Low,50-100mg,Pregnancy,"Triphala, Haritaki"
1,769,herb_treats_condition,0.88,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,770,herb_treats_condition,0.74,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,771,herb_treats_condition,0.72,High,1-3g,Bleeding disorders,"Ashwagandha, Brahmi"
1,772,herb_treats_condition,0.9,High,250-500mg,Pitta excess,"Amla, Haritaki"
1,773,herb_treats_condition,0.83,Low,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,774,herb_treats_condition,0.89,Low,500-1000mg,None,"Ashwagandha, Brahmi"
1,775,herb_treats_condition,0.72,High,1-3g,Pregnancy,"Amla, Haritaki"
1,776,herb_treats_condition,0.92,Low,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,777,herb_treats_condition,0.77,High,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,778,herb_treats_condition,0.85,Medium,50-100mg,Pregnancy,"Amla, Haritaki"
1,780,herb_treats_condition,0.67,Medium,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,781,herb_treats_condition,0.93,Medium,1-3g,Bleeding disorders,"Amla, Haritaki"
1,783,herb_treats_condition,0.88,Medium,500-1000mg,Pregnancy,"Amla, Haritaki"
1,784,herb_treats_condition,0.81,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,785,herb_treats_condition,0.67,Low,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,786,herb_treats_condition,0.83,High,50-100mg,Bleeding disorders,"Guggulu, Shallaki"
1,787,herb_treats_condition,0.87,Low,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,788,herb_treats_condition,0.93,Low,500-1000mg,Pregnancy,"Tulsi, Ginger"
1,789,herb_treats_condition,0.85,High,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,790,herb_treats_condition,0.86,High,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,791,herb_treats_condition,0.94,High,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,792,herb_treats_condition,0.76,High,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,793,herb_treats_condition,0.75,Medium,250-500mg,Pregnancy,"Tulsi, Ginger"
1,794,herb_treats_condition,0.86,High,50-100mg,None,"Guggulu, Shallaki"
1,797,herb_treats_condition,0.8,Low,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,799,herb_treats_condition,0.7,Low,1-3g,Pregnancy,"Triphala, Haritaki"
1,801,herb_treats_condition,0.87,Low,50-100mg,Pregnancy,"Triphala, Haritaki"
1,802,herb_treats_condition,0.66,Medium,500-1000mg,Pitta excess,"Triphala, Haritaki"
1,803,herb_treats_condition,0.93,Low,1-3g,None,"Triphala, Haritaki"
1,804,herb_treats_condition,0.75,Medium,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,807,herb_treats_condition,0.82,Low,1-3g,Pregnancy,"Triphala, Haritaki"
1,808,herb_treats_condition,0.72,High,50-100mg,None,"Ashwagandha, Brahmi"
1,809,herb_treats_condition,0.91,Medium,250-500mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,810,herb_treats_condition,0.82,Low,250-500mg,Pitta excess,"Tulsi, Ginger"
1,812,herb_treats_condition,0.82,Medium,1-3g,Pitta excess,"Guggulu, Shallaki"
1,813,herb_treats_condition,0.76,Medium,100-250mg,Pitta excess,"Triphala, Haritaki"
1,814,herb_treats_condition,0.65,Medium,50-100mg,Pitta excess,"Amla, Haritaki"
1,815,herb_treats_condition,0.75,High,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,816,herb_treats_condition,0.88,Medium,250-500mg,Pregnancy,"Triphala, Haritaki"
1,817,herb_treats_condition,0.81,Low,500-1000mg,None,"Ashwagandha, Brahmi"
1,820,herb_treats_condition,0.94,Low,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,822,herb_treats_condition,0.93,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,823,herb_treats_condition,0.94,Low,1-3g,Pregnancy,"Amla, Haritaki"
1,824,herb_treats_condition,0.69,Medium,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,825,herb_treats_condition,0.85,Low,100-250mg,Bleeding disorders,"Tulsi, Ginger"
1,827,herb_treats_condition,0.91,Medium,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,828,herb_treats_condition,0.73,Low,100-250mg,Pitta excess,"Amla, Haritaki"
1,829,herb_treats_condition,0.68,Low,100-250mg,None,"Guggulu, Shallaki"
1,830,herb_treats_condition,0.74,Low,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,831,herb_treats_condition,0.79,Medium,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,832,herb_treats_condition,0.7,High,250-500mg,Pregnancy,"Triphala, Haritaki"
1,833,herb_treats_condition,0.9,Medium,100-250mg,Pregnancy,"Triphala, Haritaki"
1,835,herb_treats_condition,0.94,Medium,1-3g,Pregnancy,"Tulsi, Ginger"
1,836,herb_treats_condition,0.73,Low,50-100mg,None,"Guggulu, Shallaki"
1,837,herb_treats_condition,0.82,High,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,842,herb_treats_condition,0.68,Low,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,843,herb_treats_condition,0.9,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,844,herb_treats_condition,0.76,High,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,845,herb_treats_condition,0.66,Low,100-250mg,None,"Triphala, Haritaki"
1,846,herb_treats_condition,0.68,Medium,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,847,herb_treats_condition,0.67,High,500-1000mg,None,"Guggulu, Shallaki"
1,848,herb_treats_condition,0.66,High,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,849,herb_treats_condition,0.71,Low,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,850,herb_treats_condition,0.92,Low,1-3g,Pitta excess,"Tulsi, Ginger"
1,851,herb_treats_condition,0.8,High,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,852,herb_treats_condition,0.73,Low,500-1000mg,Pitta excess,"Amla, Haritaki"
1,854,herb_treats_condition,0.72,High,50-100mg,None,"Tulsi, Ginger"
1,855,herb_treats_condition,0.79,Medium,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,856,herb_treats_condition,0.73,Low,250-500mg,Pitta excess,"Ashwagandha, Brahmi"
1,858,herb_treats_condition,0.92,Medium,50-100mg,None,"Amla, Haritaki"
1,860,herb_treats_condition,0.76,High,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,861,herb_treats_condition,0.72,Low,250-500mg,Pregnancy,"Triphala, Haritaki"
1,862,herb_treats_condition,0.82,Medium,250-500mg,Pitta excess,"Triphala, Haritaki"
1,863,herb_treats_condition,0.72,Medium,250-500mg,Pregnancy,"Tulsi, Ginger"
1,864,herb_treats_condition,0.93,High,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,865,herb_treats_condition,0.81,Low,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,866,herb_treats_condition,0.67,High,100-250mg,Pregnancy,"Amla, Haritaki"
1,867,herb_treats_condition,0.79,Medium,1-3g,Pitta excess,"Triphala, Haritaki"
1,868,herb_treats_condition,0.75,Low,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,869,herb_treats_condition,0.69,High,100-250mg,Pregnancy,"Amla, Haritaki"
1,872,herb_treats_condition,0.91,Low,250-500mg,None,"Amla, Haritaki"
1,873,herb_treats_condition,0.68,Medium,250-500mg,Pitta excess,"Triphala, Haritaki"
1,874,herb_treats_condition,0.87,Medium,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,875,herb_treats_condition,0.86,High,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,876,herb_treats_condition,0.85,Low,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,877,herb_treats_condition,0.69,High,50-100mg,None,"Amla, Haritaki"
1,878,herb_treats_condition,0.66,High,250-500mg,Pitta excess,"Amla, Haritaki"
1,879,herb_treats_condition,0.68,Medium,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,880,herb_treats_condition,0.72,Medium,100-250mg,Pregnancy,"Tulsi, Ginger"
1,882,herb_treats_condition,0.78,Medium,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,883,herb_treats_condition,0.76,Low,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,884,herb_treats_condition,0.78,Medium,100-250mg,None,"Guggulu, Shallaki"
1,885,herb_treats_condition,0.91,Medium,1-3g,None,"Ashwagandha, Brahmi"
1,886,herb_treats_condition,0.9,High,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,887,herb_treats_condition,0.67,Low,250-500mg,Pregnancy,"Tulsi, Ginger"
1,888,herb_treats_condition,0.73,Low,50-100mg,Bleeding disorders,"Triphala, Haritaki"
1,890,herb_treats_condition,0.92,Low,50-100mg,Pregnancy,"Tulsi, Ginger"
1,891,herb_treats_condition,0.83,High,500-1000mg,Pregnancy,"Guggulu, Shallaki"
1,892,herb_treats_condition,0.93,Low,1-3g,None,"Triphala, Haritaki"
1,893,herb_treats_condition,0.67,Medium,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,894,herb_treats_condition,0.86,High,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,895,herb_treats_condition,0.74,Low,50-100mg,None,"Amla, Haritaki"
1,896,herb_treats_condition,0.81,Medium,100-250mg,Pregnancy,"Tulsi, Ginger"
1,898,herb_treats_condition,0.65,Low,250-500mg,None,"Triphala, Haritaki"
1,900,herb_treats_condition,0.68,Low,100-250mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,902,herb_treats_condition,0.79,Low,250-500mg,None,"Guggulu, Shallaki"
1,903,herb_treats_condition,0.8,High,250-500mg,Pregnancy,"Amla, Haritaki"
1,904,herb_treats_condition,0.77,Medium,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
1,905,herb_treats_condition,0.78,Medium,500-1000mg,None,"Tulsi, Ginger"
1,906,herb_treats_condition,0.72,Medium,1-3g,Pregnancy,"Triphala, Haritaki"
1,907,herb_treats_condition,0.88,High,50-100mg,Pregnancy,"Tulsi, Ginger"
1,909,herb_treats_condition,0.89,Medium,1-3g,Pitta excess,"Amla, Haritaki"
1,911,herb_treats_condition,0.67,Medium,1-3g,None,"Amla, Haritaki"
1,912,herb_treats_condition,0.86,Medium,1-3g,Pitta excess,"Guggulu, Shallaki"
1,913,herb_treats_condition,0.74,Medium,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,914,herb_treats_condition,0.93,Medium,100-250mg,Pitta excess,"Triphala, Haritaki"
1,915,herb_treats_condition,0.89,Low,50-100mg,None,"Ashwagandha, Brahmi"
1,918,herb_treats_condition,0.95,Medium,100-250mg,Pitta excess,"Amla, Haritaki"
1,919,herb_treats_condition,0.73,High,50-100mg,Pregnancy,"Guggulu, Shallaki"
1,920,herb_treats_condition,0.82,High,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,921,herb_treats_condition,0.79,Low,1-3g,None,"Ashwagandha, Brahmi"
1,922,herb_treats_condition,0.77,Low,1-3g,Pregnancy,"Ashwagandha, Brahmi"
1,923,herb_treats_condition,0.82,Low,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,927,herb_treats_condition,0.73,High,500-1000mg,None,"Ashwagandha, Brahmi"
1,928,herb_treats_condition,0.7,Medium,100-250mg,None,"Ashwagandha, Brahmi"
1,929,herb_treats_condition,0.77,Medium,100-250mg,Pregnancy,"Guggulu, Shallaki"
1,930,herb_treats_condition,0.93,Medium,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,932,herb_treats_condition,0.74,Medium,50-100mg,Pitta excess,"Triphala, Haritaki"
1,933,herb_treats_condition,0.74,High,500-1000mg,Bleeding disorders,"Tulsi, Ginger"
1,934,herb_treats_condition,0.87,High,50-100mg,Pitta excess,"Guggulu, Shallaki"
1,936,herb_treats_condition,0.71,Medium,500-1000mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,938,herb_treats_condition,0.8,Low,50-100mg,Bleeding disorders,"Amla, Haritaki"
1,939,herb_treats_condition,0.77,High,1-3g,Pregnancy,"Triphala, Haritaki"
1,940,herb_treats_condition,0.71,Low,50-100mg,Pitta excess,"Ashwagandha, Brahmi"
1,941,herb_treats_condition,0.79,Medium,100-250mg,Bleeding disorders,"Tulsi, Ginger"
1,942,herb_treats_condition,0.9,High,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,943,herb_treats_condition,0.72,Medium,1-3g,None,"Triphala, Haritaki"
1,944,herb_treats_condition,0.94,Medium,1-3g,Bleeding disorders,"Tulsi, Ginger"
1,945,herb_treats_condition,0.7,Medium,50-100mg,Bleeding disorders,"Ashwagandha, Brahmi"
1,946,herb_treats_condition,0.77,Low,1-3g,Pitta excess,"Triphala, Haritaki"
1,949,herb_treats_condition,0.84,High,100-250mg,Bleeding disorders,"Guggulu, Shallaki"
1,950,herb_treats_condition,0.8,High,50-100mg,None,"Triphala, Haritaki"
1,951,herb_treats_condition,0.84,High,50-100mg,Pitta excess,"Tulsi, Ginger"
1,952,herb_treats_condition,0.83,Medium,250-500mg,None,"Guggulu, Shallaki"
1,953,herb_treats_condition,0.91,Medium,250-500mg,Pitta excess,"Guggulu, Shallaki"
1,954,herb_treats_condition,0.74,High,1-3g,None,"Amla, Haritaki"
1,956,herb_treats_condition,0.68,High,250-500mg,Bleeding disorders,"Tulsi, Ginger"
1,958,herb_treats_condition,0.86,Medium,50-100mg,Bleeding disorders,"Tulsi, Ginger"
1,959,herb_treats_condition,0.84,Medium,250-500mg,Bleeding disorders,"Triphala, Haritaki"
1,961,herb_treats_condition,0.69,Low,50-100mg,None,"Tulsi, Ginger"
1,962,herb_treats_condition,0.85,High,50-100mg,None,"Tulsi, Ginger"
1,963,herb_treats_condition,0.73,Medium,500-1000mg,None,"Ashwagandha, Brahmi"
1,966,herb_treats_condition,0.82,High,100-250mg,Bleeding disorders,"Triphala, Haritaki"
1,967,herb_treats_condition,0.86,High,500-1000mg,Bleeding disorders,"Amla, Haritaki"
1,968,herb_treats_condition,0.74,Low,1-3g,Pitta excess,"Tulsi, Ginger"
1,969,herb_treats_condition,0.68,Low,250-500mg,Pitta excess,"Tulsi, Ginger"
1,970,herb_treats_condition,0.85,Low,250-500mg,Pitta excess,"Tulsi, Ginger"
1,971,herb_treats_condition,0.78,Medium,250-500mg,Bleeding disorders,"Amla, Haritaki"
1,972,herb_treats_condition,0.74,Low,500-1000mg,Pregnancy,"Amla, Haritaki"
1,974,herb_treats_condition,0.82,High,50-100mg,None,"Triphala, Haritaki"
1,976,herb_treats_condition,0.8,High,500-1000mg,Bleeding disorders,"Guggulu, Shallaki"
1,977,herb_treats_condition,0.67,Low,100-250mg,Pitta excess,"Tulsi, Ginger"
1,978,herb_treats_condition,0.77,High,500-1000mg,Pitta excess,"Tulsi, Ginger"
1,979,herb_treats_condition,0.91,Low,50-100mg,None,"Tulsi, Ginger"
1,980,herb_treats_condition,0.84,Low,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,982,herb_treats_condition,0.79,Low,100-250mg,Pitta excess,"Guggulu, Shallaki"
1,983,herb_treats_condition,0.89,Low,100-250mg,None,"Guggulu, Shallaki"
1,984,herb_treats_condition,0.77,Medium,500-1000mg,Pregnancy,"Ashwagandha, Brahmi"
1,986,herb_treats_condition,0.81,High,250-500mg,Pregnancy,"Tulsi, Ginger"
1,987,herb_treats_condition,0.88,High,100-250mg,Pregnancy,"Ashwagandha, Brahmi"
1,990,herb_treats_condition,0.84,Low,100-250mg,Bleeding disorders,"Tulsi, Ginger"
1,991,herb_treats_condition,0.69,Medium,1-3g,Bleeding disorders,"Triphala, Haritaki"
1,992,herb_treats_condition,0.67,Low,250-500mg,Bleeding disorders,"Guggulu, Shallaki"
1,993,herb_treats_condition,0.87,High,1-3g,Bleeding disorders,"Guggulu, Shallaki"
1,994,herb_treats_condition,0.92,Low,250-500mg,None,"Tulsi, Ginger"
1,995,herb_treats_condition,0.88,Low,500-1000mg,Pregnancy,"Triphala, Haritaki"
1,997,herb_treats_condition,0.72,Low,100-250mg,Pregnancy,"Amla, Haritaki"
1,998,herb_treats_condition,0.8,Low,250-500mg,Pregnancy,"Guggulu, Shallaki"
1,999,herb_treats_condition,0.91,Medium,1-3g,Pregnancy,"Amla, Haritaki"
1,1000,herb_treats_condition,0.95,High,50-100mg,Pregnancy,"Ashwagandha, Brahmi"
1,1001,herb_treats_condition,0.86,Medium,500-1000mg,None,"Ashwagandha, Brahmi"
1,1003,herb_treats_condition,0.81,Medium,100-250mg,Pitta excess,"Ashwagandha, Brahmi"
1,1004,herb_treats_condition,0.74,High,50-100mg,Bleeding disorders,"Amla, Haritaki"
1,1005,herb_treats_condition,0.83,Low,500-1000mg,Pregnancy,"Amla, Haritaki"
1,1006,herb_treats_condition,0.87,Low,250-500mg,Pregnancy,"Ashwagandha, Brahmi"
1,1007,herb_treats_condition,0.8,High,100-250mg,Bleeding disorders,"Amla, Haritaki"
1,1008,herb_treats_condition,0.94,Medium,500-1000mg,Bleeding disorders,"Triphala, Haritaki"
