source_node_id,target_node_id,relationship_type,target_specificity,affinity_strength,mechanism_of_action
115,11,herb_targets_body_part,High,Weak,Immunomodulatory action
115,12,herb_targets_body_part,Medium,Strong,Neuroprotective action
116,1,herb_targets_body_part,High,Moderate,Immunomodulatory action
116,2,herb_targets_body_part,Low,Weak,Immunomodulatory action
116,3,herb_targets_body_part,Low,Strong,Hepatoprotective action
116,4,herb_targets_body_part,High,Weak,Diuretic action
116,5,herb_targets_body_part,Low,Moderate,Digestive stimulant
116,6,herb_targets_body_part,High,Moderate,Hepatoprotective action
116,7,herb_targets_body_part,High,Strong,Respiratory support
116,8,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
116,9,herb_targets_body_part,Low,Moderate,Cardiotonic action
116,10,herb_targets_body_part,Medium,Strong,Neuroprotective action
116,11,herb_targets_body_part,Medium,Strong,Neuroprotective action
116,12,herb_targets_body_part,Low,Strong,Respiratory support
117,1,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
117,2,herb_targets_body_part,Medium,Strong,Diuretic action
117,3,herb_targets_body_part,High,Strong,Anti-inflammatory action
117,4,herb_targets_body_part,Low,Weak,Immunomodulatory action
117,5,herb_targets_body_part,High,Weak,Neuroprotective action
117,6,herb_targets_body_part,High,Strong,Hepatoprotective action
117,7,herb_targets_body_part,Medium,Weak,Respiratory support
117,8,herb_targets_body_part,Medium,Moderate,Respiratory support
117,9,herb_targets_body_part,Low,Moderate,Diuretic action
117,10,herb_targets_body_part,Medium,Moderate,Diuretic action
117,11,herb_targets_body_part,High,Moderate,Immunomodulatory action
117,12,herb_targets_body_part,Low,Moderate,Diuretic action
118,1,herb_targets_body_part,High,Moderate,Anti-inflammatory action
118,2,herb_targets_body_part,High,Moderate,Digestive stimulant
118,3,herb_targets_body_part,Low,Strong,Respiratory support
118,4,herb_targets_body_part,Medium,Strong,Digestive stimulant
118,5,herb_targets_body_part,Low,Weak,Cardiotonic action
118,6,herb_targets_body_part,Medium,Strong,Hepatoprotective action
118,7,herb_targets_body_part,High,Moderate,Hepatoprotective action
118,8,herb_targets_body_part,Medium,Weak,Diuretic action
118,9,herb_targets_body_part,Low,Strong,Immunomodulatory action
118,10,herb_targets_body_part,Low,Moderate,Respiratory support
118,11,herb_targets_body_part,Medium,Weak,Cardiotonic action
118,12,herb_targets_body_part,Medium,Moderate,Digestive stimulant
119,1,herb_targets_body_part,High,Weak,Respiratory support
119,2,herb_targets_body_part,Low,Strong,Cardiotonic action
119,3,herb_targets_body_part,Medium,Weak,Respiratory support
119,4,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
119,5,herb_targets_body_part,Medium,Weak,Neuroprotective action
119,6,herb_targets_body_part,Medium,Weak,Neuroprotective action
119,7,herb_targets_body_part,Low,Moderate,Neuroprotective action
119,8,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
119,9,herb_targets_body_part,High,Moderate,Anti-inflammatory action
119,10,herb_targets_body_part,Medium,Strong,Digestive stimulant
119,11,herb_targets_body_part,Medium,Weak,Hepatoprotective action
119,12,herb_targets_body_part,High,Moderate,Immunomodulatory action
120,1,herb_targets_body_part,High,Moderate,Respiratory support
120,2,herb_targets_body_part,Low,Strong,Anti-inflammatory action
120,3,herb_targets_body_part,Medium,Strong,Respiratory support
120,4,herb_targets_body_part,Medium,Weak,Neuroprotective action
120,5,herb_targets_body_part,High,Weak,Immunomodulatory action
120,6,herb_targets_body_part,High,Weak,Digestive stimulant
120,7,herb_targets_body_part,Medium,Weak,Hepatoprotective action
120,8,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
120,9,herb_targets_body_part,Medium,Moderate,Digestive stimulant
120,10,herb_targets_body_part,Low,Weak,Cardiotonic action
120,11,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
120,12,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
121,1,herb_targets_body_part,High,Weak,Cardiotonic action
121,2,herb_targets_body_part,Low,Moderate,Neuroprotective action
121,3,herb_targets_body_part,Low,Strong,Immunomodulatory action
121,4,herb_targets_body_part,High,Moderate,Digestive stimulant
121,5,herb_targets_body_part,Medium,Moderate,Hepatoprotective action
121,6,herb_targets_body_part,Medium,Weak,Diuretic action
121,7,herb_targets_body_part,Low,Strong,Cardiotonic action
121,8,herb_targets_body_part,Medium,Strong,Neuroprotective action
121,9,herb_targets_body_part,Low,Moderate,Respiratory support
121,10,herb_targets_body_part,Low,Weak,Respiratory support
121,11,herb_targets_body_part,Medium,Moderate,Cardiotonic action
121,12,herb_targets_body_part,Medium,Moderate,Cardiotonic action
122,1,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
122,2,herb_targets_body_part,Medium,Strong,Neuroprotective action
122,3,herb_targets_body_part,Low,Moderate,Digestive stimulant
122,4,herb_targets_body_part,Low,Weak,Respiratory support
122,5,herb_targets_body_part,High,Weak,Immunomodulatory action
122,6,herb_targets_body_part,High,Moderate,Neuroprotective action
122,7,herb_targets_body_part,Medium,Weak,Anti-inflammatory action
122,8,herb_targets_body_part,Medium,Weak,Diuretic action
122,9,herb_targets_body_part,High,Strong,Anti-inflammatory action
122,10,herb_targets_body_part,Medium,Weak,Hepatoprotective action
122,11,herb_targets_body_part,Medium,Weak,Hepatoprotective action
122,12,herb_targets_body_part,Medium,Weak,Diuretic action
123,1,herb_targets_body_part,Low,Moderate,Anti-inflammatory action
123,2,herb_targets_body_part,High,Weak,Anti-inflammatory action
123,3,herb_targets_body_part,Low,Strong,Neuroprotective action
123,4,herb_targets_body_part,Low,Weak,Diuretic action
123,5,herb_targets_body_part,High,Strong,Neuroprotective action
123,6,herb_targets_body_part,Medium,Weak,Immunomodulatory action
123,7,herb_targets_body_part,Low,Strong,Diuretic action
123,8,herb_targets_body_part,Low,Weak,Digestive stimulant
123,9,herb_targets_body_part,High,Strong,Anti-inflammatory action
123,10,herb_targets_body_part,High,Weak,Hepatoprotective action
123,11,herb_targets_body_part,Low,Strong,Digestive stimulant
123,12,herb_targets_body_part,High,Strong,Diuretic action
124,1,herb_targets_body_part,High,Weak,Diuretic action
124,2,herb_targets_body_part,Medium,Strong,Hepatoprotective action
124,3,herb_targets_body_part,Medium,Moderate,Diuretic action
124,4,herb_targets_body_part,High,Strong,Immunomodulatory action
124,5,herb_targets_body_part,Low,Weak,Diuretic action
124,6,herb_targets_body_part,Low,Weak,Hepatoprotective action
124,7,herb_targets_body_part,Medium,Strong,Anti-inflammatory action
124,8,herb_targets_body_part,High,Strong,Digestive stimulant
124,9,herb_targets_body_part,High,Weak,Digestive stimulant
124,10,herb_targets_body_part,Medium,Moderate,Immunomodulatory action
124,11,herb_targets_body_part,Medium,Weak,Hepatoprotective action
124,12,herb_targets_body_part,Low,Moderate,Respiratory support
125,1,herb_targets_body_part,Low,Moderate,Cardiotonic action
125,2,herb_targets_body_part,Medium,Weak,Hepatoprotective action
125,3,herb_targets_body_part,Medium,Moderate,Cardiotonic action
125,4,herb_targets_body_part,High,Strong,Immunomodulatory action
125,5,herb_targets_body_part,Medium,Strong,Cardiotonic action
125,6,herb_targets_body_part,High,Weak,Immunomodulatory action
