source_node_id,target_node_id,relationship_type,effect_type,intensity,primary_action,secondary_action
1273,1,herb_balances_dosha,Balancing,Low,Grounding,Lightening
1521,2,herb_balances_dosha,Balancing,Low,Astringent,Lightening
1725,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
241,3,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
396,2,herb_balances_dosha,Balancing,High,Diuretic,Lightening
1327,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
771,2,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
1073,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
1169,1,herb_balances_dosha,Balancing,Low,Diuretic,Calming
795,2,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
331,2,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
414,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
883,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
395,1,herb_balances_dosha,Balancing,High,Astringent,Calming
1162,2,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
343,3,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
981,3,herb_balances_dosha,Balancing,Medium,Warming,Lightening
504,3,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
1240,2,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
466,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
949,3,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
1409,1,herb_balances_dosha,Balancing,Low,Diuretic,Calming
754,3,herb_balances_dosha,Balancing,Medium,Warming,Lightening
1250,3,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
251,2,herb_balances_dosha,Balancing,High,Warming,Diuretic
1052,2,herb_balances_dosha,Balancing,High,Warming,Diuretic
821,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
556,1,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
388,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
1091,1,herb_balances_dosha,Balancing,High,Astringent,Nourishing
1457,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1579,1,herb_balances_dosha,Balancing,High,Cooling,Nourishing
887,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Calming
1373,1,herb_balances_dosha,Balancing,High,Astringent,Nourishing
397,1,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
378,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
1040,1,herb_balances_dosha,Balancing,High,Rejuvenating,Lightening
789,2,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
443,3,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
229,3,herb_balances_dosha,Balancing,Low,Grounding,Diuretic
905,3,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
751,3,herb_balances_dosha,Balancing,Low,Diuretic,Lightening
1255,3,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
1423,2,herb_balances_dosha,Balancing,Low,Grounding,Lightening
1305,3,herb_balances_dosha,Balancing,High,Grounding,Anti-inflammatory
320,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
1534,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
1230,2,herb_balances_dosha,Balancing,Medium,Warming,Nourishing
1673,3,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
284,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
970,1,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
609,1,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
1569,3,herb_balances_dosha,Balancing,Low,Diuretic,Calming
1315,2,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
212,1,herb_balances_dosha,Balancing,High,Astringent,Calming
787,3,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
1521,1,herb_balances_dosha,Balancing,High,Grounding,Immunomodulatory
1496,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
837,1,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
1309,3,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
1745,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
892,3,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
1199,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
1716,2,herb_balances_dosha,Balancing,Low,Diuretic,Immunomodulatory
644,1,herb_balances_dosha,Balancing,High,Cooling,Lightening
1709,2,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
547,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Nourishing
606,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
1402,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
579,3,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
1387,1,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
367,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
1298,2,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
559,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Calming
253,1,herb_balances_dosha,Balancing,High,Astringent,Anti-inflammatory
969,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
1572,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
258,1,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
876,2,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
1637,2,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
560,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
639,2,herb_balances_dosha,Balancing,High,Warming,Calming
1476,2,herb_balances_dosha,Balancing,Low,Warming,Diuretic
1106,1,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
1744,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Immunomodulatory
725,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
808,2,herb_balances_dosha,Balancing,High,Cooling,Anti-inflammatory
914,3,herb_balances_dosha,Balancing,High,Grounding,Lightening
239,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
1606,1,herb_balances_dosha,Balancing,Medium,Astringent,Calming
1071,3,herb_balances_dosha,Balancing,High,Warming,Diuretic
1628,1,herb_balances_dosha,Balancing,Medium,Cooling,Nourishing
1186,2,herb_balances_dosha,Balancing,Medium,Warming,Lightening
551,1,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
362,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Immunomodulatory
419,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
724,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1739,2,herb_balances_dosha,Balancing,Low,Grounding,Calming
448,1,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
1309,2,herb_balances_dosha,Balancing,Medium,Warming,Calming
1741,2,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
1262,2,herb_balances_dosha,Balancing,High,Cooling,Nourishing
422,3,herb_balances_dosha,Balancing,High,Cooling,Diuretic
855,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
1233,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
1132,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
315,2,herb_balances_dosha,Balancing,Low,Grounding,Lightening
1569,2,herb_balances_dosha,Balancing,Medium,Cooling,Calming
679,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
903,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
1133,3,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1013,3,herb_balances_dosha,Balancing,High,Grounding,Lightening
1308,1,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
1558,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
671,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
595,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
971,2,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
244,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
1328,1,herb_balances_dosha,Balancing,Low,Grounding,Diuretic
1620,1,herb_balances_dosha,Balancing,Medium,Astringent,Nourishing
267,2,herb_balances_dosha,Balancing,High,Astringent,Diuretic
786,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Diuretic
589,1,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
1462,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
1721,3,herb_balances_dosha,Balancing,Low,Astringent,Calming
473,1,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
703,1,herb_balances_dosha,Balancing,Medium,Warming,Calming
377,1,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
1356,3,herb_balances_dosha,Balancing,High,Warming,Anti-inflammatory
572,3,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
616,3,herb_balances_dosha,Balancing,Medium,Warming,Nourishing
1540,1,herb_balances_dosha,Balancing,Low,Astringent,Calming
1416,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
1746,2,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
743,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1395,1,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
476,3,herb_balances_dosha,Balancing,Low,Astringent,Diuretic
891,1,herb_balances_dosha,Balancing,High,Astringent,Calming
276,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
565,1,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1440,1,herb_balances_dosha,Balancing,High,Grounding,Lightening
1778,3,herb_balances_dosha,Balancing,Medium,Astringent,Lightening
1106,2,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
235,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
1630,1,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
663,1,herb_balances_dosha,Balancing,Medium,Astringent,Anti-inflammatory
1126,3,herb_balances_dosha,Balancing,High,Cooling,Lightening
1587,3,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
1283,2,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
494,3,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
572,2,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
583,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
222,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Calming
1050,1,herb_balances_dosha,Balancing,Low,Warming,Diuretic
1351,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
1660,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
772,1,herb_balances_dosha,Balancing,High,Warming,Anti-inflammatory
590,1,herb_balances_dosha,Balancing,Medium,Grounding,Calming
433,1,herb_balances_dosha,Balancing,High,Rejuvenating,Diuretic
1181,1,herb_balances_dosha,Balancing,High,Astringent,Calming
1145,3,herb_balances_dosha,Balancing,Medium,Cooling,Immunomodulatory
931,3,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
326,3,herb_balances_dosha,Balancing,Medium,Warming,Immunomodulatory
886,2,herb_balances_dosha,Balancing,High,Grounding,Nourishing
1710,1,herb_balances_dosha,Balancing,Medium,Warming,Diuretic
838,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
1584,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
600,2,herb_balances_dosha,Balancing,High,Astringent,Diuretic
1430,2,herb_balances_dosha,Balancing,High,Grounding,Nourishing
336,2,herb_balances_dosha,Balancing,High,Diuretic,Calming
1075,3,herb_balances_dosha,Balancing,Low,Cooling,Nourishing
1247,1,herb_balances_dosha,Balancing,High,Astringent,Immunomodulatory
943,2,herb_balances_dosha,Balancing,Medium,Grounding,Anti-inflammatory
612,2,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
684,1,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
1122,3,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
1691,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
702,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Nourishing
640,3,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
1787,3,herb_balances_dosha,Balancing,High,Cooling,Immunomodulatory
1009,2,herb_balances_dosha,Balancing,Medium,Grounding,Diuretic
1546,3,herb_balances_dosha,Balancing,Low,Warming,Nourishing
942,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
1101,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
249,1,herb_balances_dosha,Balancing,High,Warming,Calming
962,1,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
515,1,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
439,1,herb_balances_dosha,Balancing,High,Warming,Diuretic
1449,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Anti-inflammatory
1325,1,herb_balances_dosha,Balancing,High,Diuretic,Lightening
1674,2,herb_balances_dosha,Balancing,Low,Astringent,Calming
628,3,herb_balances_dosha,Balancing,Medium,Warming,Anti-inflammatory
1733,2,herb_balances_dosha,Balancing,High,Warming,Calming
1749,2,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
763,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Anti-inflammatory
1640,3,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
483,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Immunomodulatory
1299,2,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
613,1,herb_balances_dosha,Balancing,Low,Cooling,Anti-inflammatory
632,3,herb_balances_dosha,Balancing,Low,Diuretic,Anti-inflammatory
466,2,herb_balances_dosha,Balancing,Medium,Grounding,Anti-inflammatory
1740,3,herb_balances_dosha,Balancing,High,Grounding,Calming
430,3,herb_balances_dosha,Balancing,High,Warming,Nourishing
1446,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
254,3,herb_balances_dosha,Balancing,High,Grounding,Nourishing
315,1,herb_balances_dosha,Balancing,High,Warming,Calming
689,3,herb_balances_dosha,Balancing,High,Diuretic,Anti-inflammatory
561,3,herb_balances_dosha,Balancing,High,Diuretic,Calming
505,3,herb_balances_dosha,Balancing,High,Astringent,Calming
975,3,herb_balances_dosha,Balancing,Medium,Astringent,Nourishing
1225,3,herb_balances_dosha,Balancing,Low,Rejuvenating,Lightening
1172,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Calming
565,2,herb_balances_dosha,Balancing,Low,Grounding,Calming
312,1,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
241,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
430,1,herb_balances_dosha,Balancing,Low,Astringent,Lightening
285,1,herb_balances_dosha,Balancing,Medium,Grounding,Immunomodulatory
1693,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Nourishing
1487,1,herb_balances_dosha,Balancing,Low,Grounding,Anti-inflammatory
928,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
811,1,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
472,2,herb_balances_dosha,Balancing,High,Grounding,Nourishing
723,3,herb_balances_dosha,Balancing,Low,Cooling,Diuretic
799,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
661,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
1404,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
1360,1,herb_balances_dosha,Balancing,Low,Astringent,Nourishing
1266,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
615,1,herb_balances_dosha,Balancing,Low,Digestive stimulant,Nourishing
625,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
1166,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
1614,2,herb_balances_dosha,Balancing,High,Warming,Diuretic
1597,2,herb_balances_dosha,Balancing,Medium,Diuretic,Immunomodulatory
1258,2,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
1798,3,herb_balances_dosha,Balancing,High,Warming,Calming
682,3,herb_balances_dosha,Balancing,Low,Grounding,Immunomodulatory
1028,1,herb_balances_dosha,Balancing,Medium,Rejuvenating,Anti-inflammatory
706,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
255,2,herb_balances_dosha,Balancing,High,Diuretic,Nourishing
236,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
1800,2,herb_balances_dosha,Balancing,Medium,Diuretic,Lightening
392,2,herb_balances_dosha,Balancing,Medium,Diuretic,Calming
511,2,herb_balances_dosha,Balancing,Low,Warming,Calming
491,1,herb_balances_dosha,Balancing,Low,Diuretic,Diuretic
1314,2,herb_balances_dosha,Balancing,Low,Rejuvenating,Immunomodulatory
1042,1,herb_balances_dosha,Balancing,High,Rejuvenating,Lightening
436,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
248,1,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1463,2,herb_balances_dosha,Balancing,Low,Cooling,Lightening
1086,2,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
516,3,herb_balances_dosha,Balancing,Low,Grounding,Lightening
895,3,herb_balances_dosha,Balancing,High,Rejuvenating,Anti-inflammatory
628,1,herb_balances_dosha,Balancing,Low,Warming,Anti-inflammatory
856,3,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
721,1,herb_balances_dosha,Balancing,Medium,Astringent,Immunomodulatory
282,3,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
896,2,herb_balances_dosha,Balancing,Low,Digestive stimulant,Lightening
1701,1,herb_balances_dosha,Balancing,Low,Cooling,Diuretic
802,2,herb_balances_dosha,Balancing,High,Diuretic,Immunomodulatory
1454,3,herb_balances_dosha,Balancing,Medium,Warming,Calming
1626,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Immunomodulatory
365,1,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Calming
625,2,herb_balances_dosha,Balancing,High,Rejuvenating,Immunomodulatory
873,1,herb_balances_dosha,Balancing,High,Warming,Immunomodulatory
1277,2,herb_balances_dosha,Balancing,Medium,Diuretic,Diuretic
1469,3,herb_balances_dosha,Balancing,Medium,Grounding,Lightening
1780,2,herb_balances_dosha,Balancing,Low,Diuretic,Nourishing
1736,1,herb_balances_dosha,Balancing,Low,Warming,Calming
287,1,herb_balances_dosha,Balancing,Low,Rejuvenating,Diuretic
1262,3,herb_balances_dosha,Balancing,High,Astringent,Immunomodulatory
1185,1,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
1037,3,herb_balances_dosha,Balancing,Medium,Rejuvenating,Diuretic
835,3,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
1485,1,herb_balances_dosha,Balancing,High,Digestive stimulant,Diuretic
694,1,herb_balances_dosha,Balancing,Medium,Diuretic,Nourishing
1265,2,herb_balances_dosha,Balancing,Medium,Astringent,Diuretic
667,1,herb_balances_dosha,Balancing,High,Cooling,Lightening
409,3,herb_balances_dosha,Balancing,Medium,Digestive stimulant,Lightening
1313,2,herb_balances_dosha,Balancing,Low,Cooling,Nourishing
702,2,herb_balances_dosha,Balancing,High,Rejuvenating,Nourishing
1208,3,herb_balances_dosha,Balancing,Low,Grounding,Nourishing
275,1,herb_balances_dosha,Balancing,Medium,Grounding,Nourishing
477,2,herb_balances_dosha,Balancing,High,Digestive stimulant,Calming
1407,3,herb_balances_dosha,Balancing,High,Grounding,Diuretic
1401,3,herb_balances_dosha,Balancing,Low,Digestive stimulant,Anti-inflammatory
621,3,herb_balances_dosha,Balancing,Medium,Cooling,Lightening
429,1,herb_balances_dosha,Balancing,Medium,Cooling,Anti-inflammatory
1499,3,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
750,1,herb_balances_dosha,Balancing,Low,Cooling,Immunomodulatory
542,3,herb_balances_dosha,Balancing,Low,Warming,Immunomodulatory
1737,2,herb_balances_dosha,Balancing,Low,Diuretic,Calming
810,2,herb_balances_dosha,Balancing,Medium,Rejuvenating,Lightening
1145,1,herb_balances_dosha,Balancing,Medium,Cooling,Calming
259,3,herb_balances_dosha,Balancing,High,Diuretic,Diuretic
