node_id,name,scientific_name,taste,energy,post_digestive_effect,primary_dosha_balance,secondary_dosha_balance,region,properties,uses,contraindications,medicine_forms,rasa,guna,virya,vipaka,prabhava,reduces_vata,reduces_pitta,reduces_kapha,anti_inflammatory,analgesic,carminative,antimicrobial,antioxidant,hepatoprotective,anxiolytic,antipyretic,alkaloids,flavonoids,terpenoids,phenols,tannins,saponins,glycosides,lignans,sterols,coumarins,dosha_vata,dosha_pitta,dosha_kapha
1429,Asthisrinkhala — Flower Kerala,Asthisrinkhala folia,Salty,Neutral,Pungent,Pitta,Kapha,India,Antimicrobial,Skin diseases,Bleeding disorders,Kwatha (decoction),Salty,Cloudy,Hot,Pungent,Rejuvenative,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,-2
1430,Jeevanti — Fruit Cultivated,Jeevanti indica,Pungent,Neutral,Sweet,Vata,Kapha,Tamil Nadu,Expectorant,Weight management,Diarrhea,Kwatha (decoction),Pungent,"Clear,Cloudy,Dense",Cold,Sweet,Demulcent,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,-2
1431,Danti Wild,Danti ins.,Pungent,Hot,Sweet,Pitta,All,Karnataka,Galactagogue,Digestion,Bleeding disorders,Vati (tablets),Pungent,Oily,Hot,Sweet,Galactagogue,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,-2
1432,Khadira-bark Tuber,Khadira-bark aria,Salty,Hot,Sour,All,Kapha,Sri Lanka,Diuretic,Liver disorders,None,Ghrita (ghee),Salty,Hot,Hot,Sweet,Detoxifying,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,-1,1,-2
1433,Parushaka — Kashmir Wild,Parushaka roots,Mixed,Cool,Sour,All,Kapha,Kerala,Diuretic,Weight management,Pitta excess,Swarasa (juice),Pungent,"Firm,Cloudy",Cold,Astringent,Galactagogue,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,-2,-1,-3
1434,Chirata,Chirata alata,Pungent,Cool,Bitter,Kapha,Vata,Assam,Galactagogue,Digestion,None,Avaleha (jam),Pungent,"Cold,Heavy",Cold,Sweet,Aphrodisiac,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,1,-2
1435,Pingala,Pingala vernacularis,Pungent,Hot,Pungent,Vata,All,Himachal Pradesh,Immunomodulatory,Arthritis,None,Churna (powder),Pungent,"Hot,Soft",Hot,Pungent,Diaphoretic,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2,3,-3
1436,Kalonji — Kerala Resin,Kalonji roots,Bitter,Hot,Bitter,Vata,Kapha,Nepal,Antimicrobial,Skin diseases,Pregnancy,Kashaya (decoction),Bitter,"Dry,Heavy,Cloudy",Hot,Pungent,Galactagogue,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,-3
1437,Nerundu Leaf,Nerundu folia,Sour,Cool,Sweet,Kapha,Pitta,Sri Lanka,Digestive stimulant,Heart health,Diarrhea,Vati (tablets),Sour,"Sticky,Rough",Cold,Sweet,Galactagogue,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1
1438,Arjuna — Rural Tuber,Arjuna folia,Sweet,Hot,Sweet,All,Kapha,West Bengal,Expectorant,Digestion,Cold constitution,Swarasa (juice),Sweet,"Subtle,Oily",Hot,Sweet,Analgesic,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,-2,-2,0
1439,Bhrami-leaf Gum,Bhrami-leaf vernacularis,Salty,Warm,Astringent,Pitta,Kapha,Uttar Pradesh,Immunomodulatory,Liver disorders,Cold constitution,Avaleha (jam),Salty,Dense,Hot,Astringent,Aphrodisiac,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-1
1440,Sigru,Sigru indica,Astringent,Hot,Pungent,All,Vata,Uttar Pradesh,Galactagogue,Weight management,Pitta excess,Churna (powder),Astringent,"Stable,Cloudy,Soft",Hot,Pungent,Demulcent,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-2,-3
1441,Amla — Bark Plains,Amla roots,Pungent,Hot,Sour,Kapha,Vata,Sri Lanka,Hepatoprotective,Weight management,Cold constitution,Taila (oil),Pungent,"Stable,Dense,Dry",Hot,Astringent,Analgesic,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,3,-3
1442,Bibhitaki — Malabar var. A,Bibhitaki officinalis,Sour,Hot,Bitter,Pitta,All,Himachal Pradesh,Anti-inflammatory,Liver disorders,Pregnancy,Taila (oil),Sour,"Light,Rough",Hot,Sweet,Analgesic,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,1,0
1443,Rishabhaka — Mountain Himalayan,Rishabhaka folia,Sweet,Warm,Sour,Vata,All,Rajasthan,Hepatoprotective,Hair care,Pregnancy,Kashaya (decoction),Sweet,"Oily,Dry",Cold,Astringent,Aphrodisiac,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-2,-2,3
1444,Karanj Plains,Karanj roots,Salty,Cool,Pungent,Pitta,Kapha,India,Immunomodulatory,Liver disorders,Pregnancy,Taila (oil),Salty,"Light,Sharp,Smooth",Cold,Pungent,Diaphoretic,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,-1,0
1445,Punarnava — Kashmir Plains,Punarnava roots,Mixed,Hot,Astringent,Pitta,Vata,Uttar Pradesh,Antimicrobial,Hair care,None,Kashaya (decoction),Sweet,"Clear,Cloudy",Hot,Astringent,Detoxifying,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,-3,-2,1
1446,Asoka Bark,Asoka ins.,Sour,Neutral,Astringent,Vata,Pitta,Karnataka,Hepatoprotective,Female reproductive health,None,Avaleha (jam),Sour,"Rough,Smooth,Light",Hot,Astringent,Analgesic,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1447,Mogra,Mogra vernacularis,Sour,Cool,Astringent,Pitta,Kapha,Karnataka,Analgesic,Female reproductive health,Cold constitution,Vati (tablets),Sour,Smooth,Cold,Astringent,Rejuvenating,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,-2,0
1448,Kukku Tuber,Kukku indica,Bitter,Cold,Sweet,Pitta,Kapha,Uttar Pradesh,Adaptogenic,Heart health,Cold constitution,Taila (oil),Bitter,"Smooth,Soft",Hot,Sweet,Nervine tonic,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,-2,-3
1449,Bibhitaki — Root Plains,Bibhitaki roots,Sweet,Cold,Sweet,Kapha,All,Himachal Pradesh,Immunomodulatory,Arthritis,Pregnancy,Ghrita (ghee),Sweet,"Cloudy,Heavy,Subtle",Cold,Sweet,Detoxifying,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,2
1450,Bilva Assam,Bilva vernacularis,Bitter,Cool,Sweet,Vata,Kapha,West Bengal,Hepatoprotective,Immunity,Diarrhea,Kashaya (decoction),Bitter,"Clear,Liquid",Cold,Sweet,Demulcent,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,-2,-2
1451,Rasna — Kerala Seed,Rasna indica,Mixed,Cold,Sweet,Kapha,Kapha,West Bengal,Hepatoprotective,Female reproductive health,Cold constitution,Vati (tablets),Sweet,"Hot,Subtle",Cold,Sweet,Demulcent,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,-1,1
1452,Asana Malabar,Asana officinalis,Astringent,Warm,Bitter,Kapha,Pitta,West Bengal,Adaptogenic,Female reproductive health,Cold constitution,Vati (tablets),Astringent,Rough,Hot,Sweet,Rejuvenating,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,-1,-3
1453,Turmeric — Himalayan var. D,Turmeric roots,Sweet,Cool,Astringent,All,Kapha,Rajasthan,Adaptogenic,"Stress, Anxiety",None,Vati (tablets),Sweet,Sharp,Cold,Astringent,Nervine tonic,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,-3,-3,1
1454,Kumari Himalayan,Kumari officinalis,Pungent,Cool,Pungent,Vata,Pitta,Kerala,Anti-inflammatory,"Stress, Anxiety",Cold constitution,Vati (tablets),Pungent,"Hot,Dry",Cold,Pungent,Rejuvenating,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,0,-1
1455,Pavul Kerala,Pavul folia,Mixed,Warm,Sour,Kapha,Pitta,Kerala,Immunomodulatory,Liver disorders,Pregnancy,Kwatha (decoction),Pungent,Mobile,Cold,Pungent,Detoxifying,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,-1,-3
1456,Bhrami-leaf Seed,Bhrami-leaf officinalis,Bitter,Cold,Astringent,All,All,Himachal Pradesh,Expectorant,"Stress, Anxiety",Pitta excess,Kashaya (decoction),Bitter,Dense,Hot,Astringent,Nervine tonic,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2,-3
1457,Udumbara — Malabar Latex,Udumbara folia,Astringent,Neutral,Sweet,Pitta,Kapha,West Bengal,Diuretic,Heart health,Cold constitution,Kwatha (decoction),Astringent,"Oily,Stable",Hot,Sweet,Aphrodisiac,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-2,-3
1458,Safed musli — Stem var. B,Safed officinalis,Bitter,Cold,Sweet,Kapha,Kapha,India,Expectorant,Heart health,Bleeding disorders,Churna (powder),Bitter,"Soft,Smooth",Hot,Sweet,Aphrodisiac,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,0,-3
1459,Harsingar Malabar,Harsingar ins.,Salty,Cool,Sweet,Pitta,Pitta,Kerala,Hepatoprotective,Liver disorders,None,Churna (powder),Salty,"Clear,Mobile,Light",Cold,Sweet,Galactagogue,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,3,-2,2
1460,Draksha — Stem Assam,Draksha aria,Astringent,Cool,Bitter,Vata,Vata,Assam,Cardiotonic,"Stress, Anxiety",Pitta excess,Churna (powder),Astringent,"Clear,Oily",Cold,Pungent,Rejuvenating,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1
1461,Rakta-chandan Root,Rakta-chandan roots,Astringent,Neutral,Astringent,Pitta,Vata,Rajasthan,Digestive stimulant,Digestion,Diarrhea,Churna (powder),Astringent,Hot,Hot,Astringent,Nervine tonic,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,-1,-2
1462,Pingala Seed,Pingala vernacularis,Sweet,Cold,Pungent,Pitta,Pitta,Karnataka,Rejuvenative,Female reproductive health,Pregnancy,Vati (tablets),Sweet,"Bland,Smooth",Hot,Pungent,Detoxifying,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,-2,1
1463,Khadira — Assam Bark,Khadira indica,Bitter,Cool,Pungent,Vata,Vata,Rajasthan,Expectorant,Weight management,None,Avaleha (jam),Bitter,"Hot,Liquid,Firm",Cold,Pungent,Carminative,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,0
1464,Chopchini var. D,Chopchini indica,Pungent,Hot,Bitter,All,All,Kerala,Adaptogenic,Liver disorders,Pitta excess,Kashaya (decoction),Pungent,"Firm,Soft,Smooth",Hot,Sweet,Rejuvenative,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,1,-3
1465,Kashmarya — Flower Cultivated,Kashmarya vernacularis,Pungent,Warm,Pungent,Pitta,Vata,Tamil Nadu,Cardiotonic,Female reproductive health,None,Ghrita (ghee),Pungent,"Stable,Mobile,Cloudy",Hot,Pungent,Carminative,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,-1,1,-3
1466,Haritaki — Mountain Tuber,Haritaki roots,Astringent,Warm,Astringent,Pitta,Pitta,Sri Lanka,Antimicrobial,Arthritis,Diarrhea,Swarasa (juice),Astringent,"Cold,Dense,Heavy",Hot,Astringent,Galactagogue,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,-2,0
1467,Ashwagandha — Himalayan Tuber,Ashwagandha vernacularis,Salty,Warm,Bitter,All,Vata,India,Digestive stimulant,Immunity,Cold constitution,Taila (oil),Salty,"Dense,Stable,Heavy",Hot,Astringent,Carminative,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,0,0
1468,Bibhitaki — Kashmir Bark,Bibhitaki vernacularis,Sweet,Cool,Astringent,Pitta,Kapha,Kerala,Analgesic,Immunity,Pitta excess,Taila (oil),Sweet,Firm,Cold,Astringent,Rejuvenating,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,-3,1
1469,Shatavari-var Kerala,Shatavari-var officinalis,Astringent,Warm,Pungent,Kapha,Kapha,India,Anti-inflammatory,Skin diseases,Bleeding disorders,Avaleha (jam),Astringent,Liquid,Hot,Pungent,Carminative,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,2,0,-3
1470,Plaksha — Seed Coastal,Plaksha folia,Pungent,Cold,Pungent,Pitta,Pitta,Rajasthan,Immunomodulatory,Immunity,None,Avaleha (jam),Pungent,"Dry,Sharp,Mobile",Hot,Pungent,Rejuvenating,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,-3
1471,Shankhapushpi — Indian Coastal,Shankhapushpi roots,Mixed,Cold,Astringent,All,Kapha,India,Adaptogenic,Immunity,Pitta excess,Churna (powder),Sour,"Rough,Liquid",Hot,Astringent,Carminative,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,1,-2
1472,Atish Plains,Atish officinalis,Sweet,Cool,Sweet,Vata,All,Sri Lanka,Cardiotonic,Arthritis,Pitta excess,Taila (oil),Sweet,Light,Cold,Sweet,Aphrodisiac,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,-2,-2,3
1473,Daru haridra — Flower var. B,Daru alata,Pungent,Hot,Sour,Kapha,Pitta,India,Immunomodulatory,Arthritis,Pitta excess,Churna (powder),Pungent,"Hot,Cloudy,Cold",Hot,Pungent,Rejuvenating,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,-3
1474,Tagara Seed,Tagara alata,Astringent,Neutral,Bitter,Kapha,All,Rajasthan,Digestive stimulant,Immunity,Pregnancy,Churna (powder),Astringent,"Subtle,Liquid,Stable",Hot,Pungent,Analgesic,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,-3
1475,Phalsa,Phalsa folia,Sour,Cool,Astringent,All,Pitta,Rajasthan,Expectorant,Female reproductive health,Bleeding disorders,Kwatha (decoction),Sour,"Firm,Soft,Sticky",Cold,Astringent,Carminative,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,-1,-2,1
1476,Chirata Stem,Chirata ins.,Pungent,Cool,Astringent,Kapha,Kapha,Karnataka,Rejuvenative,Respiratory support,Pitta excess,Vati (tablets),Pungent,"Liquid,Sticky",Cold,Astringent,Carminative,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,-2
1477,Shweta jeeraka Cultivated,Shweta ins.,Pungent,Hot,Sweet,Vata,Vata,Kerala,Digestive stimulant,Digestion,Bleeding disorders,Avaleha (jam),Pungent,Cold,Hot,Sweet,Diaphoretic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,3,-3
1478,Asana Kashmir,Asana vernacularis,Mixed,Hot,Pungent,Pitta,Pitta,West Bengal,Antimicrobial,Hair care,None,Taila (oil),Astringent,"Soft,Firm,Dense",Hot,Pungent,Rejuvenating,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,2,-2,-1
1479,Ambadi Flower,Ambadi indica,Sour,Warm,Bitter,Vata,All,Uttar Pradesh,Diuretic,Respiratory support,Pregnancy,Swarasa (juice),Sour,"Rough,Stable",Cold,Astringent,Aphrodisiac,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,-1,1,2
1480,Tamalaki Kerala,Tamalaki roots,Sour,Cold,Sour,Pitta,All,Tamil Nadu,Immunomodulatory,Heart health,None,Kashaya (decoction),Sour,"Light,Rough,Dense",Cold,Astringent,Detoxifying,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,-1,3
1481,Kashmarya — Kashmir var. A,Kashmarya ins.,Sweet,Neutral,Sour,All,All,Nepal,Analgesic,Liver disorders,Bleeding disorders,Kwatha (decoction),Sweet,Dense,Cold,Sweet,Carminative,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,-3,-3,2
1482,Nerundu Coastal,Nerundu ins.,Sour,Hot,Astringent,All,All,Uttar Pradesh,Adaptogenic,Immunity,Cold constitution,Ghrita (ghee),Sour,Dense,Hot,Astringent,Rejuvenating,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,-1,0,-1
1483,Shilajit — Kashmir Coastal,Shilajit indica,Astringent,Neutral,Sweet,Pitta,Pitta,Himachal Pradesh,Hepatoprotective,Hair care,Pregnancy,Kashaya (decoction),Astringent,Soft,Cold,Sweet,Demulcent,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,-3,0
1484,Atish Gum,Atish roots,Sweet,Cool,Sour,All,Pitta,Kerala,Galactagogue,Arthritis,Pregnancy,Kwatha (decoction),Sweet,"Dry,Bland",Cold,Pungent,Rejuvenative,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,-2,-3,1
1485,Triphala — Latex Gum,Triphala folia,Sour,Cool,Sour,Kapha,All,West Bengal,Anti-inflammatory,Respiratory support,Diarrhea,Swarasa (juice),Sour,"Sticky,Smooth,Soft",Cold,Sweet,Carminative,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
1486,Khadira Coastal,Khadira ins.,Astringent,Neutral,Bitter,Pitta,Vata,India,Hepatoprotective,Digestion,Bleeding disorders,Churna (powder),Astringent,"Soft,Light",Cold,Pungent,Demulcent,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,-3,0
1487,Chirata Assam,Chirata officinalis,Sweet,Cold,Pungent,Vata,All,Kerala,Immunomodulatory,Immunity,Cold constitution,Churna (powder),Sweet,Sticky,Cold,Pungent,Galactagogue,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-3,-2,3
1488,Pippali — Stem Kashmir,Pippali aria,Bitter,Cold,Sweet,Kapha,Kapha,West Bengal,Digestive stimulant,Respiratory support,Bleeding disorders,Ghrita (ghee),Bitter,"Sharp,Liquid",Cold,Sweet,Galactagogue,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,-1,-2
1489,Rohitak Stem,Rohitak folia,Sour,Hot,Sweet,All,Vata,Nepal,Rejuvenative,"Stress, Anxiety",Pregnancy,Avaleha (jam),Sour,Rough,Hot,Sweet,Aphrodisiac,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,1,-2
1490,Haritaki — Root Kerala,Haritaki aria,Astringent,Neutral,Pungent,Pitta,Pitta,Sri Lanka,Hepatoprotective,Hair care,Pitta excess,Kwatha (decoction),Astringent,"Rough,Smooth,Firm",Cold,Pungent,Detoxifying,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,-3,0
1491,Devadaru — Stem Malabar,Devadaru officinalis,Astringent,Hot,Sour,Pitta,All,Tamil Nadu,Galactagogue,Arthritis,Cold constitution,Avaleha (jam),Astringent,Stable,Hot,Astringent,Detoxifying,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,-2,-2
1492,Haridra — Bark Himalayan,Haridra officinalis,Mixed,Cold,Bitter,All,Vata,Rajasthan,Digestive stimulant,Weight management,Diarrhea,Churna (powder),Sweet,Heavy,Cold,Pungent,Diaphoretic,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-3,-3,2
1493,Punarnava — Bark Coastal,Punarnava folia,Pungent,Cool,Sweet,Vata,Vata,Nepal,Cardiotonic,Arthritis,Bleeding disorders,Taila (oil),Pungent,"Light,Hot",Cold,Sweet,Diaphoretic,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,-1,2,-1
1494,Sigru Resin,Sigru ins.,Astringent,Cold,Bitter,All,All,West Bengal,Cardiotonic,Liver disorders,None,Swarasa (juice),Astringent,"Heavy,Stable,Mobile",Cold,Sweet,Carminative,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,-3,-1
1495,Mogra var. B,Mogra roots,Astringent,Warm,Sweet,Vata,All,West Bengal,Antimicrobial,Immunity,Cold constitution,Taila (oil),Astringent,"Sharp,Sticky",Hot,Sweet,Diaphoretic,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1
1496,Shalaparni-var Kerala,Shalaparni-var alata,Sour,Cold,Astringent,Vata,All,Karnataka,Immunomodulatory,Immunity,Cold constitution,Kashaya (decoction),Sour,"Rough,Liquid",Hot,Astringent,Rejuvenating,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,-1,3,0
1497,Daru haridra — Resin Malabar,Daru indica,Salty,Cool,Sour,All,All,Assam,Cardiotonic,Female reproductive health,Cold constitution,Vati (tablets),Salty,"Firm,Subtle,Smooth",Cold,Pungent,Galactagogue,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-2,0
1498,Saindhava Resin,Saindhava folia,Bitter,Hot,Pungent,Pitta,Vata,Karnataka,Rejuvenative,Hair care,Pitta excess,Vati (tablets),Bitter,"Stable,Dry,Clear",Hot,Pungent,Carminative,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,-2,-2
1499,Shankhapushpi — Kerala Stem,Shankhapushpi roots,Bitter,Cool,Bitter,Vata,Vata,Nepal,Galactagogue,Hair care,Cold constitution,Swarasa (juice),Bitter,Dry,Cold,Pungent,Rejuvenating,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,-2,0
1500,Jatamansi — Leaf Latex,Jatamansi aria,Bitter,Hot,Sour,All,Kapha,Kerala,Immunomodulatory,Arthritis,Diarrhea,Kashaya (decoction),Bitter,Liquid,Hot,Sweet,Analgesic,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,-3
1501,Rohitak var. D,Rohitak ins.,Mixed,Cold,Bitter,Vata,Vata,Nepal,Expectorant,Hair care,Pregnancy,Avaleha (jam),Salty,"Rough,Soft",Cold,Sweet,Rejuvenating,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,2
1502,Pippali — Himalayan Stem,Pippali ins.,Sweet,Warm,Pungent,Vata,Vata,Uttar Pradesh,Digestive stimulant,Female reproductive health,Pitta excess,Kashaya (decoction),Sweet,"Oily,Soft",Hot,Pungent,Analgesic,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-3,0,2
1503,Talisa Resin,Talisa vernacularis,Mixed,Warm,Pungent,All,Vata,West Bengal,Cardiotonic,Liver disorders,Diarrhea,Avaleha (jam),Salty,"Bland,Liquid,Dense",Hot,Pungent,Diaphoretic,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1
1504,Udumbara — Resin Resin,Udumbara folia,Sweet,Neutral,Pungent,Pitta,Vata,Sri Lanka,Cardiotonic,Immunity,None,Kwatha (decoction),Sweet,"Stable,Firm",Cold,Pungent,Rejuvenative,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-3,-3,3
1505,Mogra var. A,Mogra aria,Salty,Warm,Bitter,Pitta,Kapha,Assam,Expectorant,Female reproductive health,None,Kashaya (decoction),Salty,Soft,Hot,Sweet,Diaphoretic,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,-2
1506,Bala-varga Flower,Bala-varga officinalis,Salty,Cool,Sour,Kapha,Vata,India,Analgesic,Female reproductive health,Cold constitution,Taila (oil),Salty,Rough,Cold,Pungent,Detoxifying,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0
1507,Manjistha — Malabar Wild,Manjistha folia,Mixed,Cool,Sweet,Pitta,Vata,Assam,Diuretic,Heart health,None,Taila (oil),Astringent,"Mobile,Stable,Dry",Cold,Sweet,Rejuvenative,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-3,0
1508,Jatamansi — Seed Fruit,Jatamansi alata,Mixed,Cool,Sweet,Vata,Kapha,Uttar Pradesh,Diuretic,Digestion,Pregnancy,Churna (powder),Pungent,Bland,Cold,Sweet,Carminative,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2,1,-3
1509,Rakta-chandan Resin,Rakta-chandan roots,Astringent,Hot,Bitter,All,All,Assam,Expectorant,Liver disorders,Bleeding disorders,Taila (oil),Astringent,"Oily,Heavy",Hot,Pungent,Detoxifying,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2
1510,Atish Assam,Atish alata,Sour,Cool,Sweet,Kapha,Pitta,Assam,Antimicrobial,Weight management,None,Kwatha (decoction),Sour,"Stable,Firm",Cold,Sweet,Rejuvenative,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,-2,0
1511,Medhya herbs var. A,Medhya officinalis,Pungent,Cold,Bitter,Kapha,Kapha,India,Antimicrobial,Liver disorders,Cold constitution,Avaleha (jam),Pungent,"Light,Mobile",Hot,Pungent,Diaphoretic,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,3,-3
1512,Haridra — Stem Mountain,Haridra ins.,Salty,Warm,Sour,Pitta,Vata,Rajasthan,Adaptogenic,Immunity,Bleeding disorders,Kwatha (decoction),Salty,"Sticky,Liquid",Hot,Sweet,Nervine tonic,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1
1513,Adulsa var. B,Adulsa indica,Bitter,Neutral,Sour,Vata,All,Sri Lanka,Antimicrobial,Skin diseases,Pregnancy,Taila (oil),Bitter,"Clear,Subtle",Hot,Pungent,Carminative,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-2
